#,time(s),count A,count B,count C,count D
952,4.76,-8,-46,,
953,4.765,-9,-46,,
954,4.77,-10,-47,,
955,4.775,-10,-47,,
956,4.78,-11,-48,,
957,4.785,-12,-48,,
958,4.79,-13,-48,,
959,4.795,-14,-48,,
960,4.8,-14,-48,,
961,4.805,-15,-49,,
962,4.81,-16,-49,,
963,4.815,-16,-49,,
964,4.82,-17,-49,,
965,4.825,-18,-49,,
966,4.83,-18,-49,,
967,4.835,-19,-49,,
968,4.84,-20,-49,,
969,4.845,-20,-49,,
970,4.85,-22,-49,,
971,4.855,-22,-49,,
972,4.86,-23,-49,,
973,4.865,-24,-49,,
974,4.87,-24,-48,,
975,4.875,-25,-48,,
976,4.88,-26,-48,,
977,4.885,-26,-48,,
978,4.89,-27,-47,,
979,4.895,-28,-47,,
980,4.9,-28,-46,,
981,4.905,-29,-46,,
982,4.91,-30,-46,,
983,4.915,-30,-45,,
984,4.92,-31,-45,,
985,4.925,-32,-44,,
986,4.93,-32,-44,,
987,4.935,-33,-43,,
988,4.94,-34,-42,,
989,4.945,-34,-42,,
990,4.95,-34,-42,,
991,4.955,-35,-41,,
992,4.96,-36,-40,,
993,4.965,-36,-40,,
994,4.97,-36,-39,,
995,4.975,-37,-38,,
996,4.98,-37,-38,,
997,4.985,-38,-37,,
998,4.99,-38,-36,,
999,4.995,-38,-35,,
1000,5,-38,-34,,
1001,5.005,-39,-34,,
1002,5.01,-39,-33,,
1003,5.015,-40,-32,,
1004,5.02,-40,-31,,
1005,5.025,-40,-30,,
1006,5.03,-40,-30,,
1007,5.035,-40,-29,,
1008,5.04,-40,-28,,
1009,5.045,-40,-28,,
1010,5.05,-40,-27,,
1011,5.055,-40,-26,,
1012,5.06,-40,-25,,
1013,5.065,-40,-24,,
1014,5.07,-40,-24,,
1015,5.075,-40,-23,,
1016,5.08,-40,-22,,
1017,5.085,-40,-21,,
1018,5.09,-39,-20,,
1019,5.095,-39,-20,,
1020,5.1,-39,-19,,
1021,5.105,-38,-18,,
1022,5.11,-38,-17,,
1023,5.115,-38,-16,,
1024,5.12,-37,-16,,
1025,5.125,-37,-15,,
1026,5.13,-36,-14,,
1027,5.135,-36,-14,,
1028,5.14,-35,-13,,
1029,5.145,-34,-12,,
1030,5.15,-34,-12,,
1031,5.155,-33,-11,,
1032,5.16,-32,-10,,
1033,5.165,-32,-9,,
1034,5.17,-31,-9,,
1035,5.175,-30,-8,,
1036,5.18,-29,-8,,
1037,5.185,-28,-7,,
1038,5.19,-28,-6,,
1039,5.195,-26,-6,,
1040,5.2,-26,-5,,
1041,5.205,-25,-4,,
1042,5.21,-24,-4,,
1043,5.215,-23,-3,,
1044,5.22,-22,-3,,
1045,5.225,-20,-2,,
1046,5.23,-20,-2,,
1047,5.235,-18,-1,,
1048,5.24,-17,-1,,
1049,5.245,-16,0,,
1050,5.25,-15,0,,
1051,5.255,-14,1,,
1052,5.26,-12,1,,
1053,5.265,-11,2,,
1054,5.27,-10,2,,
1055,5.275,-8,2,,
1056,5.28,-7,3,,
1057,5.285,-6,3,,
1058,5.29,-4,4,,
1059,5.295,-3,4,,
